BusAreaName,BusNum,FuelType,BusName,ID,Status,MW,Mvar,VoltSet,AGC,AVR,MVABase,MWMin,MWMax,MvarMin,MvarMax,CostModel,SubIDExtra,SubName,PartFact,Heat Rate MBTU/MWh
Maine,9162,WAT (Water),SHAWMUT 3,1,Closed,1.47,-0.07,1.04,YES,YES,1.76,0.67,1.47,-0.07,0.56,Cubic,518,SHAWMUT,1.47,
Maine,9182,WAT (Water),SHAWMUT 5,2,Closed,1.47,-0.07,1.0405,YES,YES,1.76,0.21,1.47,-0.07,0.56,Cubic,518,SHAWMUT,1.47,
Maine,9182,WAT (Water),SHAWMUT 5,1,Open,0.0,0.0,1.0405,YES,YES,1.76,0.36,1.47,-0.07,0.56,Cubic,518,SHAWMUT,1.47,
Maine,9192,WAT (Water),SHAWMUT 6,1,Open,0.0,0.0,1.04,YES,YES,1.76,0.73,1.47,-0.07,0.56,Cubic,518,SHAWMUT,1.47,
Maine,9202,WAT (Water),SHAWMUT 7,1,Closed,1.47,-0.07,1.0405,YES,YES,1.76,0.73,1.47,-0.07,0.56,Cubic,518,SHAWMUT,1.47,
Maine,9242,WAT (Water),ERROL 2 2,1,Open,0.0,0.0,1.04,YES,YES,3.6,1.09,3.0,-0.15,1.15,Cubic,519,ERROL 2,3.0,
Maine,9292,WAT (Water),RUMFORD 4 3,1,Closed,7.42,-0.36,1.0105,YES,YES,8.9,0.89,7.42,-0.36,2.85,Cubic,520,RUMFORD 4,7.42,
Maine,9302,WAT (Water),RUMFORD 4 4,2,Closed,7.42,-0.36,1.0105,YES,YES,8.9,1.81,7.42,-0.36,2.85,Cubic,520,RUMFORD 4,7.42,
Maine,9302,WAT (Water),RUMFORD 4 4,1,Closed,7.42,-0.36,1.0105,YES,YES,8.9,2.21,7.42,-0.36,2.85,Cubic,520,RUMFORD 4,7.42,
Maine,9312,WAT (Water),RUMFORD 4 5,1,Closed,7.42,2.33,1.009,YES,YES,8.9,0.99,7.42,-0.36,2.85,Cubic,520,RUMFORD 4,7.42,
Maine,9312,WAT (Water),RUMFORD 4 5,2,Closed,7.42,2.33,1.009,YES,YES,8.9,3.09,7.42,-0.36,2.85,Cubic,520,RUMFORD 4,7.42,
Maine,9322,WAT (Water),RUMFORD 4 6,1,Closed,7.42,2.85,1.009,YES,YES,8.9,1.72,7.42,-0.36,2.85,Cubic,520,RUMFORD 4,7.42,
Maine,9352,WAT (Water),SKOWHEGAN 4 1,1,Closed,3.0,-0.15,1.04,YES,YES,3.6,1.06,3.0,-0.15,1.15,Cubic,521,SKOWHEGAN 4,3.0,
Maine,9362,WAT (Water),SKOWHEGAN 4 2,1,Closed,3.0,-0.15,1.04,YES,YES,3.6,0.57,3.0,-0.15,1.15,Cubic,521,SKOWHEGAN 4,3.0,
Maine,9392,WAT (Water),SKOWHEGAN 4 5,1,Closed,3.0,-0.15,1.04,YES,YES,3.6,0.48,3.0,-0.15,1.15,Cubic,521,SKOWHEGAN 4,3.0,
Maine,9402,WAT (Water),SKOWHEGAN 4 6,1,Closed,3.0,-0.15,1.04,YES,YES,3.6,1.22,3.0,-0.15,1.15,Cubic,521,SKOWHEGAN 4,3.0,
Maine,9442,WAT (Water),PITTSFIELD 3 1,1,Closed,1.0,0.38,1.04,YES,YES,1.2,0.43,1.0,-0.05,0.38,Cubic,522,PITTSFIELD 3,1.0,
Maine,9462,WND (Wind),ROXBURY 1 1,1,Open,0.0,0.0,1.04,YES,YES,60.72,10.23,50.6,-7.29,10.78,Cubic,523,ROXBURY 1,50.6,
Maine,9502,WAT (Water),JAY 4 1,5,Closed,0.52,-0.03,1.04,YES,YES,0.62,0.21,0.52,-0.03,0.2,Cubic,524,JAY 4,0.52,
Maine,9502,WAT (Water),JAY 4 1,4,Closed,0.52,-0.03,1.04,YES,YES,0.62,0.17,0.52,-0.03,0.2,Cubic,524,JAY 4,0.52,
Maine,9502,WAT (Water),JAY 4 1,2,Closed,0.52,-0.03,1.04,YES,YES,0.62,0.12,0.52,-0.03,0.2,Cubic,524,JAY 4,0.52,
Maine,9502,WAT (Water),JAY 4 1,1,Closed,0.52,-0.03,1.04,YES,YES,0.62,0.11,0.52,-0.03,0.2,Cubic,524,JAY 4,0.52,
Maine,9502,WAT (Water),JAY 4 1,6,Open,0.0,0.0,1.04,YES,YES,0.62,0.11,0.52,-0.03,0.2,Cubic,524,JAY 4,0.52,
Maine,9502,WAT (Water),JAY 4 1,3,Open,0.0,0.0,1.04,YES,YES,0.62,0.07,0.52,-0.03,0.2,Cubic,524,JAY 4,0.52,
Maine,9532,WND (Wind),BRYANT POND 2 2,1,Closed,20.0,-2.88,1.0425,YES,YES,24.0,7.91,20.0,-2.88,4.26,Cubic,525,BRYANT POND 2,20.0,
Maine,9622,DFO (Distillate Fuel Oil),SOUTH PORTLAND 5 2,2,Closed,17.5,6.87,1.039,YES,YES,21.0,3.65,17.5,-2.14,8.16,Cubic,526,SOUTH PORTLAND 5,17.5,0.5905
Maine,9622,DFO (Distillate Fuel Oil),SOUTH PORTLAND 5 2,1,Closed,17.5,6.87,1.039,YES,YES,21.0,8.01,17.5,-2.14,8.16,Cubic,526,SOUTH PORTLAND 5,17.5,0.4595
Maine,9652,WAT (Water),JAY 5 1,4,Closed,1.53,-0.08,1.04,YES,YES,1.84,0.17,1.53,-0.08,0.59,Cubic,527,JAY 5,1.53,
Maine,9652,WAT (Water),JAY 5 1,3,Closed,1.53,-0.08,1.04,YES,YES,1.84,0.66,1.53,-0.08,0.59,Cubic,527,JAY 5,1.53,
Maine,9652,WAT (Water),JAY 5 1,1,Closed,1.53,-0.08,1.04,YES,YES,1.84,0.45,1.53,-0.08,0.59,Cubic,527,JAY 5,1.53,
Maine,9652,WAT (Water),JAY 5 1,6,Open,0.0,0.0,1.04,YES,YES,1.84,0.17,1.53,-0.08,0.59,Cubic,527,JAY 5,1.53,
Maine,9652,WAT (Water),JAY 5 1,5,Open,0.0,0.0,1.04,YES,YES,1.84,0.65,1.53,-0.08,0.59,Cubic,527,JAY 5,1.53,
Maine,9652,WAT (Water),JAY 5 1,2,Open,0.0,0.0,1.04,YES,YES,1.84,0.24,1.53,-0.08,0.59,Cubic,527,JAY 5,1.53,
Maine,9682,WAT (Water),ERROL 3 2,1,Closed,6.7,-0.33,1.04,YES,YES,8.04,2.12,6.7,-0.33,2.57,Cubic,528,ERROL 3,6.7,
Maine,9732,WAT (Water),MADISON 3 4,2,Open,0.0,0.0,1.04,YES,YES,5.8,1.44,4.83,-0.24,1.86,Cubic,529,MADISON 3,4.83,
Maine,9732,WAT (Water),MADISON 3 4,1,Open,0.0,0.0,1.04,YES,YES,5.8,1.27,4.83,-0.24,1.86,Cubic,529,MADISON 3,4.83,
Maine,9742,WAT (Water),MADISON 3 5,2,Closed,4.83,1.86,1.0505,YES,YES,5.8,2.0,4.83,-0.24,1.86,Cubic,529,MADISON 3,4.83,
Maine,9742,WAT (Water),MADISON 3 5,1,Closed,4.83,1.86,1.0505,YES,YES,5.8,0.53,4.83,-0.24,1.86,Cubic,529,MADISON 3,4.83,
Maine,9752,WAT (Water),MADISON 3 6,2,Closed,4.83,1.86,1.048,YES,YES,5.8,1.35,4.83,-0.24,1.86,Cubic,529,MADISON 3,4.83,
Maine,9752,WAT (Water),MADISON 3 6,1,Closed,4.83,1.86,1.048,YES,YES,5.8,0.95,4.83,-0.24,1.86,Cubic,529,MADISON 3,4.83,
Maine,9782,WAT (Water),AUBURN 5 1,1,Closed,1.0,-0.05,1.04,YES,YES,1.2,0.49,1.0,-0.05,0.38,Cubic,530,AUBURN 5,1.0,
Maine,9812,WAT (Water),LEWISTON 8 2,1,Closed,3.6,-0.18,1.038,YES,YES,4.32,1.11,3.6,-0.18,1.38,Cubic,531,LEWISTON 8,3.6,
Maine,9852,WAT (Water),WATERVILLE 7 3,2,Closed,7.7,-0.38,1.036,YES,YES,9.24,2.2,7.7,-0.38,2.96,Cubic,532,WATERVILLE 7,7.7,
Maine,9852,WAT (Water),WATERVILLE 7 3,1,Closed,7.7,-0.38,1.036,YES,YES,9.24,1.41,7.7,-0.38,2.96,Cubic,532,WATERVILLE 7,7.7,
Maine,9952,WAT (Water),HOLLIS CENTER 4 6,1,Closed,8.4,-0.41,1.04,YES,YES,10.08,3.98,8.4,-0.41,3.23,Cubic,533,HOLLIS CENTER 4,8.4,
Maine,9962,WAT (Water),HOLLIS CENTER 4 7,1,Closed,8.4,-0.41,1.04,YES,YES,10.08,0.99,8.4,-0.41,3.23,Cubic,533,HOLLIS CENTER 4,8.4,
Maine,10082,WAT (Water),BINGHAM 3 9,2,Closed,24.0,-1.18,1.04,YES,YES,28.8,9.23,24.0,-1.18,9.22,Cubic,534,BINGHAM 3,24.0,
Maine,10082,WAT (Water),BINGHAM 3 9,1,Closed,24.0,-1.18,1.04,YES,YES,28.8,11.92,24.0,-1.18,9.22,Cubic,534,BINGHAM 3,24.0,
Maine,10092,WAT (Water),BINGHAM 3 10,1,Closed,24.0,9.22,1.046,YES,YES,28.8,2.88,24.0,-1.18,9.22,Cubic,534,BINGHAM 3,24.0,
Maine,10132,WAT (Water),HOWLAND 2 2,1,Closed,0.6,0.23,1.04,YES,YES,0.72,0.09,0.6,-0.03,0.23,Cubic,535,HOWLAND 2,0.6,
Maine,10132,WAT (Water),HOWLAND 2 2,2,Open,0.0,0.0,1.04,YES,YES,0.72,0.12,0.6,-0.03,0.23,Cubic,535,HOWLAND 2,0.6,
Maine,10142,WAT (Water),HOWLAND 2 3,1,Closed,0.6,0.23,1.04,YES,YES,0.72,0.08,0.6,-0.03,0.23,Cubic,535,HOWLAND 2,0.6,
Maine,10172,DFO (Distillate Fuel Oil),PRESQUE ISLE 4 1,1,Closed,2.0,-0.24,1.04,YES,YES,2.4,0.31,2.0,-0.24,0.93,Cubic,536,PRESQUE ISLE 4,2.0,0.0495
Maine,10182,DFO (Distillate Fuel Oil),PRESQUE ISLE 4 2,2,Closed,2.0,-0.24,1.04,YES,YES,2.4,0.56,2.0,-0.24,0.93,Cubic,536,PRESQUE ISLE 4,2.0,0.056
Maine,10182,DFO (Distillate Fuel Oil),PRESQUE ISLE 4 2,1,Closed,2.0,-0.24,1.04,YES,YES,2.4,0.54,2.0,-0.24,0.93,Cubic,536,PRESQUE ISLE 4,2.0,0.0565
Maine,10232,NG (Natural Gas),BANGOR 5 3,1,Closed,183.4,-16.76,1.047,YES,YES,220.08,45.75,183.4,-20.36,93.35,Cubic,537,BANGOR 5,183.4,6.147110333
Maine,10242,NG (Natural Gas),BANGOR 5 4,1,Closed,183.4,-16.76,1.047,YES,YES,220.08,73.33,183.4,-20.36,93.35,Cubic,537,BANGOR 5,183.4,6.376146789
Maine,10252,NG (Natural Gas),BANGOR 5 5,1,Open,0.0,0.0,1.047,YES,YES,220.08,78.84,183.4,-20.36,93.35,Cubic,537,BANGOR 5,183.4,0.0
Maine,10302,WAT (Water),EAST BALDWIN 3,1,Closed,5.25,-0.19,1.0445,YES,YES,6.3,2.18,5.25,-0.26,2.02,Cubic,538,EAST BALDWIN,5.25,
Maine,10302,WAT (Water),EAST BALDWIN 3,2,Open,0.0,0.0,1.0445,YES,YES,6.3,1.53,5.25,-0.26,2.02,Cubic,538,EAST BALDWIN,5.25,
Maine,10342,WAT (Water),ROCKWOOD 2 2,1,Closed,3.6,-0.18,1.0435,YES,YES,4.32,0.63,3.6,-0.18,1.38,Cubic,539,ROCKWOOD 2,3.6,
Maine,10372,WAT (Water),MILLINOCKET 4 1,1,Closed,23.0,8.83,1.046,YES,YES,27.6,10.25,23.0,-1.13,8.83,Cubic,540,MILLINOCKET 4,23.0,
Maine,10382,WAT (Water),MILLINOCKET 4 2,1,Closed,23.0,8.83,1.0435,YES,YES,27.6,7.96,23.0,-1.13,8.83,Cubic,540,MILLINOCKET 4,23.0,
Maine,10382,WAT (Water),MILLINOCKET 4 2,4,Closed,23.0,8.83,1.0435,YES,YES,27.6,3.56,23.0,-1.13,8.83,Cubic,540,MILLINOCKET 4,23.0,
Maine,10382,WAT (Water),MILLINOCKET 4 2,3,Closed,23.0,8.83,1.0435,YES,YES,27.6,8.25,23.0,-1.13,8.83,Cubic,540,MILLINOCKET 4,23.0,
Maine,10382,WAT (Water),MILLINOCKET 4 2,2,Closed,23.0,8.83,1.0435,YES,YES,27.6,5.68,23.0,-1.13,8.83,Cubic,540,MILLINOCKET 4,23.0,
Maine,10382,WAT (Water),MILLINOCKET 4 2,5,Open,0.0,0.0,1.0435,YES,YES,27.6,3.61,23.0,-1.13,8.83,Cubic,540,MILLINOCKET 4,23.0,
Maine,10442,NG (Natural Gas),JAY 6 1,2,Closed,54.5,20.3,1.045,YES,YES,65.4,20.46,54.5,-6.05,27.74,Cubic,541,JAY 6,54.5,0.0
Maine,10442,NG (Natural Gas),JAY 6 1,3,Closed,54.5,20.3,1.045,YES,YES,65.4,19.31,54.5,-6.05,27.74,Cubic,541,JAY 6,54.5,4.886751474
Maine,10442,NG (Natural Gas),JAY 6 1,1,Open,0.0,0.0,1.045,YES,YES,65.4,22.97,54.5,-6.05,27.74,Cubic,541,JAY 6,54.5,5.012158055
Maine,10502,WND (Wind),MACHIAS 4 2,1,Closed,25.5,5.43,1.04,YES,YES,30.6,4.05,25.5,-3.67,5.43,Cubic,542,MACHIAS 4,25.5,
Maine,10542,WAT (Water),AUBURN 6 2,1,Closed,1.5,-0.07,1.01,YES,YES,1.8,0.57,1.5,-0.07,0.58,Cubic,543,AUBURN 6,1.5,
Maine,10572,DFO (Distillate Fuel Oil),RUMFORD 5 2,1,Closed,12.5,-1.53,1.016,YES,YES,15.0,4.67,12.5,-1.53,5.82,Cubic,544,RUMFORD 5,12.5,0.39
Maine,10592,WAT (Water),MILFORD 3 1,2,Open,0.0,0.0,1.04,YES,YES,1.56,0.58,1.3,-0.06,0.5,Cubic,545,MILFORD 3,1.3,
Maine,10592,WAT (Water),MILFORD 3 1,1,Open,0.0,0.0,1.04,YES,YES,1.56,0.54,1.3,-0.06,0.5,Cubic,545,MILFORD 3,1.3,
Maine,10602,WAT (Water),MILFORD 3 2,4,Closed,1.3,0.5,1.046,YES,YES,1.56,0.42,1.3,-0.06,0.5,Cubic,545,MILFORD 3,1.3,
Maine,10602,WAT (Water),MILFORD 3 2,2,Closed,1.3,0.5,1.046,YES,YES,1.56,0.26,1.3,-0.06,0.5,Cubic,545,MILFORD 3,1.3,
Maine,10602,WAT (Water),MILFORD 3 2,3,Open,0.0,0.0,1.046,YES,YES,1.56,0.37,1.3,-0.06,0.5,Cubic,545,MILFORD 3,1.3,
Maine,10602,WAT (Water),MILFORD 3 2,1,Open,0.0,0.0,1.046,YES,YES,1.56,0.6,1.3,-0.06,0.5,Cubic,545,MILFORD 3,1.3,
Maine,10642,WND (Wind),WARREN 4 2,1,Open,0.0,0.0,1.04,YES,YES,5.4,1.19,4.5,-0.65,0.96,Cubic,546,WARREN 4,4.5,
Maine,10672,WAT (Water),LEWISTON 9 2,1,Closed,0.28,-0.01,1.04,YES,YES,0.34,0.14,0.28,-0.01,0.11,Cubic,547,LEWISTON 9,0.28,
Maine,10682,WAT (Water),LEWISTON 9 3,1,Closed,0.28,-0.01,1.04,YES,YES,0.34,0.13,0.28,-0.01,0.11,Cubic,547,LEWISTON 9,0.28,
Maine,10702,WAT (Water),LEWISTON 9 5,1,Closed,0.28,-0.01,1.024,YES,YES,0.34,0.09,0.28,-0.01,0.11,Cubic,547,LEWISTON 9,0.28,
Maine,10702,WAT (Water),LEWISTON 9 5,2,Open,0.0,0.0,1.024,YES,YES,0.34,0.08,0.28,-0.01,0.11,Cubic,547,LEWISTON 9,0.28,
Maine,10712,WAT (Water),LEWISTON 9 6,1,Closed,0.28,0.0,1.016,YES,YES,0.34,0.05,0.28,-0.01,0.11,Cubic,547,LEWISTON 9,0.28,
Maine,10742,DFO (Distillate Fuel Oil),EASTPORT 2 1,1,Closed,2.0,-0.24,1.04,YES,YES,2.4,0.92,2.0,-0.24,0.93,Cubic,548,EASTPORT 2,2.0,0.0675
Maine,10762,WAT (Water),JAY 7 1,1,Closed,5.1,1.96,1.038,YES,YES,6.12,0.89,5.1,-0.25,1.96,Cubic,549,JAY 7,5.1,
Maine,10772,WAT (Water),JAY 7 2,1,Closed,5.1,-0.25,1.0385,YES,YES,6.12,0.63,5.1,-0.25,1.96,Cubic,549,JAY 7,5.1,
Maine,10802,WAT (Water),BAILEYVILLE 3 1,1,Closed,3.08,1.18,1.048,YES,YES,3.7,0.57,3.08,-0.15,1.18,Cubic,550,BAILEYVILLE 3,3.08,
Maine,10812,WAT (Water),BAILEYVILLE 3 2,1,Closed,3.08,1.18,1.0485,YES,YES,3.7,0.7,3.08,-0.15,1.18,Cubic,550,BAILEYVILLE 3,3.08,
Maine,10822,WAT (Water),BAILEYVILLE 3 3,4,Closed,3.08,1.18,1.0465,YES,YES,3.7,1.02,3.08,-0.15,1.18,Cubic,550,BAILEYVILLE 3,3.08,
Maine,10822,WAT (Water),BAILEYVILLE 3 3,2,Closed,3.08,1.18,1.0465,YES,YES,3.7,1.39,3.08,-0.15,1.18,Cubic,550,BAILEYVILLE 3,3.08,
Maine,10822,WAT (Water),BAILEYVILLE 3 3,1,Closed,3.08,1.18,1.0465,YES,YES,3.7,0.59,3.08,-0.15,1.18,Cubic,550,BAILEYVILLE 3,3.08,
Maine,10822,WAT (Water),BAILEYVILLE 3 3,3,Open,0.0,0.0,1.0465,YES,YES,3.7,0.91,3.08,-0.15,1.18,Cubic,550,BAILEYVILLE 3,3.08,
Maine,10852,DFO (Distillate Fuel Oil),MEDWAY 1 1,4,Open,0.0,0.0,1.04,YES,YES,2.4,0.67,2.0,-0.24,0.93,Cubic,551,MEDWAY 1,2.0,0.0
Maine,10852,DFO (Distillate Fuel Oil),MEDWAY 1 1,3,Open,0.0,0.0,1.04,YES,YES,2.4,0.28,2.0,-0.24,0.93,Cubic,551,MEDWAY 1,2.0,0.0
Maine,10852,DFO (Distillate Fuel Oil),MEDWAY 1 1,2,Open,0.0,0.0,1.04,YES,YES,2.4,0.51,2.0,-0.24,0.93,Cubic,551,MEDWAY 1,2.0,0.0
Maine,10852,DFO (Distillate Fuel Oil),MEDWAY 1 1,1,Open,0.0,0.0,1.04,YES,YES,2.4,0.75,2.0,-0.24,0.93,Cubic,551,MEDWAY 1,2.0,0.0
Maine,10882,WAT (Water),MILFORD 4 2,1,Closed,0.68,-0.03,1.04,YES,YES,0.81,0.29,0.68,-0.03,0.26,Cubic,552,MILFORD 4,0.68,
Maine,10892,WAT (Water),MILFORD 4 3,1,Closed,0.68,-0.03,1.04,YES,YES,0.81,0.08,0.68,-0.03,0.26,Cubic,552,MILFORD 4,0.68,
Maine,10912,WAT (Water),MILFORD 4 5,1,Closed,0.68,-0.03,1.04,YES,YES,0.81,0.19,0.68,-0.03,0.26,Cubic,552,MILFORD 4,0.68,
